uniquename	name	refseq_id
FBtr0100545	CG18749-RB	REFSEQ:NM_001031983
FBtr0100547	CG4927-RC	REFSEQ:NM_001038864
FBtr0100551	Proc-R-RC	REFSEQ:NM_001014724
FBtr0100552	Proc-R-RD	REFSEQ:NM_001014723
FBtr0100553	CG14245-RA	REFSEQ:NM_143243
FBtr0100554	CG13516-RA	REFSEQ:NM_001038877
FBtr0100555	CG13380-RB	REFSEQ:NM_001038941
FBtr0100556	CG32576-RB	REFSEQ:NM_001014746
FBtr0100557	Adar-RC	REFSEQ:NM_001038732
FBtr0100558	Hsp22-RA	REFSEQ:NM_001031944
FBtr0100559	Hsp22-RB	REFSEQ:NM_001031943
FBtr0100560	CG3355-RB	REFSEQ:NM_164594
FBtr0100561	up-RE	REFSEQ:NM_001014739
FBtr0100563	up-RG	REFSEQ:NM_001014737
FBtr0100565	CG6144-RB	REFSEQ:NM_001038806
FBtr0100569	Ssadh-RB	REFSEQ:NM_001014667
FBtr0100570	Ssadh-RC	REFSEQ:NM_001014666
FBtr0100571	Ssadh-RD	REFSEQ:NM_001014665
FBtr0100573	CG30087-RA	REFSEQ:NM_166114
FBtr0100574	ppk23-RB	REFSEQ:NM_001014749
FBtr0100575	lig-RD	REFSEQ:NM_001014503
FBtr0100576	mle-RC	REFSEQ:NM_165451
FBtr0100577	ewg-RC	REFSEQ:NM_001014711
FBtr0100578	ewg-RD	REFSEQ:NM_001014710
FBtr0100579	ewg-RE	REFSEQ:NM_001014709
FBtr0100580	ewg-RF	REFSEQ:NM_001014708
FBtr0100581	ewg-RG	REFSEQ:NM_001014707
FBtr0100582	ewg-RH	REFSEQ:NM_001014712
FBtr0100583	Naa80-RB	REFSEQ:NM_001014612
FBtr0100584	porin-RC	REFSEQ:NM_001038810
FBtr0100586	nonA-RC	REFSEQ:NM_001014747
FBtr0100588	Fuca-RB	REFSEQ:NM_140215
FBtr0100589	Adh-RC	REFSEQ:NM_001032095
FBtr0100590	Adh-RE	REFSEQ:NM_001032099
FBtr0100591	Adh-RF	REFSEQ:NM_001032098
FBtr0100593	Adh-RH	REFSEQ:NM_001032097
FBtr0100594	Adh-RI	REFSEQ:NM_001032096
FBtr0100595	srp-RD	REFSEQ:NM_001032019
FBtr0100597	spi-RG	REFSEQ:NM_001032110
FBtr0100598	bbx-RB	REFSEQ:NM_001031917
FBtr0100599	bbx-RC	REFSEQ:NM_001031916
FBtr0100600	Sox102F-RB	REFSEQ:NM_001014695
FBtr0100601	Menl-2-RA	REFSEQ:NM_001032254
FBtr0100604	CR15280-RA	REFSEQ:NR_002693
FBtr0100606	psq-RJ	REFSEQ:NM_001014519
FBtr0100607	psq-RK	REFSEQ:NM_001014518
FBtr0100614	CG11889-RA	REFSEQ:NM_143110
FBtr0100617	CG9795-RD	REFSEQ:NM_001014604
FBtr0100618	CG2225-RF	REFSEQ:NM_001014497
FBtr0100619	Prx5-RA	REFSEQ:NM_142422
FBtr0100620	Prx5-RB	REFSEQ:NM_001032020
FBtr0100622	slo-RD	REFSEQ:NM_001014664
FBtr0100623	slo-RE	REFSEQ:NM_001014663
FBtr0100624	slo-RF	REFSEQ:NM_001014662
FBtr0100627	slo-RH	REFSEQ:NM_001014660
FBtr0100629	slo-RI	REFSEQ:NM_001014659
FBtr0100631	slo-RJ	REFSEQ:NM_001014658
FBtr0100632	slo-RK	REFSEQ:NM_001014657
FBtr0100633	slo-RL	REFSEQ:NM_001014656
FBtr0100634	slo-RM	REFSEQ:NM_001014655
FBtr0100635	slo-RN	REFSEQ:NM_001014654
FBtr0100636	slo-RO	REFSEQ:NM_001014653
FBtr0100637	slo-RP	REFSEQ:NM_001014652
FBtr0100638	slo-RQ	REFSEQ:NM_001014651
FBtr0100639	mei-218-RB	REFSEQ:NM_167557
FBtr0100640	mei-218-RC	REFSEQ:NM_001031897
FBtr0100641	armi-RB	REFSEQ:NM_001014556
FBtr0100642	CG33460-RA	REFSEQ:NM_001038860
FBtr0100643	ema-RB	REFSEQ:NM_001038969
FBtr0100645	CG9133-RB	REFSEQ:NM_001031922
FBtr0100646	CG9133-RC	REFSEQ:NM_001031923
FBtr0100647	CG9133-RD	REFSEQ:NM_001031921
FBtr0100648	CG9967-RB	REFSEQ:NM_001014461
FBtr0100650	Cp110-RC	REFSEQ:NM_001038769
FBtr0100651	Cp110-RD	REFSEQ:NM_001038768
FBtr0100652	Cp110-RE	REFSEQ:NM_001038770
FBtr0100653	CG4456-RA	REFSEQ:NM_001031946
FBtr0100654	cnn-RD	REFSEQ:NM_001014523
FBtr0100655	CG4456-RB	REFSEQ:NM_001031945
FBtr0100656	cnn-RE	REFSEQ:NM_001038855
FBtr0100660	kuz-RC	REFSEQ:NM_001014481
FBtr0100662	Act5C-RC	REFSEQ:NM_001014726
FBtr0100663	Act5C-RD	REFSEQ:NM_001014725
FBtr0100666	Deaf1-RB	REFSEQ:NM_001038944
FBtr0100668	coil-RD	REFSEQ:NM_001014505
FBtr0100669	Jhbp6-RB	REFSEQ:NM_001014600
FBtr0100670	norpA-RC	REFSEQ:NM_001014721
FBtr0100671	norpA-RD	REFSEQ:NM_001014720
FBtr0100673	sau-RD	REFSEQ:NM_001014460
FBtr0100674	sau-RE	REFSEQ:NM_001032049
FBtr0100676	btl-RB	REFSEQ:NM_001014583
FBtr0100677	BORCS7-RA	REFSEQ:NM_166398
FBtr0100678	CG32269-RA	REFSEQ:NM_139531
FBtr0100831	ppk11-RA	REFSEQ:NM_001347761
FBtr0100832	ppk16-RA	REFSEQ:NM_001347762
FBtr0100833	CG34056-RA	REFSEQ:NM_001038890
FBtr0100834	CG34057-RA	REFSEQ:NM_001038891
FBtr0100835	CG34057-RB	REFSEQ:NM_001038892
FBtr0100836	CG17139-RA	REFSEQ:NM_001038809
FBtr0100837	CG17140-RA	REFSEQ:NM_001038808
FBtr0100838	CG17140-RB	REFSEQ:NM_001038807
FBtr0100839	Hers-RD	REFSEQ:NM_001038766
FBtr0100848	snRNA:U7-RA	REFSEQ:NR_002270
FBtr0100850	lncRNA:CR40465-RA	REFSEQ:NR_002694
FBtr0100851	Kaz1-ORFB-RE	REFSEQ:NM_167809
FBtr0110767	Acp24A4-RB	REFSEQ:NM_001042865
FBtr0110768	Acp54A1-RA	REFSEQ:NM_001043089
FBtr0110769	BG642163-RA	REFSEQ:NM_001042866
FBtr0110770	BG642167-RA	REFSEQ:NM_001043293
FBtr0110771	Spn75F-RB	REFSEQ:NM_001043149
FBtr0110772	otp-RC	REFSEQ:NM_001043098
FBtr0110773	CG10405-RB	REFSEQ:NM_001043252
FBtr0110774	CRAT-RB	REFSEQ:NM_001043219
FBtr0110777	Spn53F-RB	REFSEQ:NM_001043088
FBtr0110780	CG11597-RB	REFSEQ:NM_001043137
FBtr0110781	CG11598-RB	REFSEQ:NM_001043245
FBtr0110782	RhoU-RA	REFSEQ:NM_001042802
FBtr0110783	RhoU-RB	REFSEQ:NM_001042801
FBtr0110784	CG34105-RA	REFSEQ:NM_001043102
FBtr0110785	CG34106-RA	REFSEQ:NM_001042900
FBtr0110786	CG12814-RB	REFSEQ:NM_001043235
FBtr0110787	CG34107-RA	REFSEQ:NM_001043238
FBtr0110789	Whamy-RB	REFSEQ:NM_001043234
FBtr0110791	spdi-RB	REFSEQ:NM_001042789
FBtr0110794	CG13606-RB	REFSEQ:NM_001043285
FBtr0110795	REPTOR-RE	REFSEQ:NM_001043287
FBtr0110796	REPTOR-RF	REFSEQ:NM_001043288
FBtr0110797	lobo-RC	REFSEQ:NM_001043292
FBtr0110799	CG13784-RC	REFSEQ:NM_001042878
FBtr0110801	CG4467-RB	REFSEQ:NM_001043282
FBtr0110802	CG14034-RB	REFSEQ:NM_001042874
FBtr0110803	CG14505-RB	REFSEQ:NM_001043093
FBtr0110804	CG14634-RB	REFSEQ:NM_001042790
FBtr0110805	CG34112-RA	REFSEQ:NM_001043199
FBtr0110806	side-III-RO	REFSEQ:NM_001043216
FBtr0110808	side-VI-RB	REFSEQ:NM_001043240
FBtr0110811	CG14864-RB	REFSEQ:NM_001043249
FBtr0110812	Gs1l-RB	REFSEQ:NM_057881
FBtr0110813	CG34115-RA	REFSEQ:NM_001043099
FBtr0110814	Ugt49C1-RB	REFSEQ:NM_001043100
FBtr0110816	CG34116-RA	REFSEQ:NM_001043151
FBtr0110817	CG34117-RA	REFSEQ:NM_001043225
FBtr0110818	klar-RB	REFSEQ:NM_001043111
FBtr0110820	Gr43a-RB	REFSEQ:NM_001043066
FBtr0110823	CG17271-RB	REFSEQ:NM_001043269
FBtr0110824	CG17760-RB	REFSEQ:NM_001043074
FBtr0110825	CG17839-RC	REFSEQ:NM_001043141
FBtr0110826	ldd-RB	REFSEQ:NM_001042821
FBtr0110827	ldd-RC	REFSEQ:NM_001042822
FBtr0110834	VhaAC45RP-RB	REFSEQ:NM_001043310
FBtr0110835	wge-RC	REFSEQ:NM_001043281
FBtr0110837	GluRIIE-RB	REFSEQ:NM_001043268
FBtr0110838	CG34124-RA	REFSEQ:NM_001042868
FBtr0110839	CG34125-RA	REFSEQ:NM_001042869
FBtr0110841	Spn28Da-RB	REFSEQ:NM_001042880
FBtr0110846	Adgf-A2-RB	REFSEQ:NM_001043147
FBtr0110847	Adgf-A2-RC	REFSEQ:NM_001043148
FBtr0110850	LPCAT-RB	REFSEQ:NM_001042800
FBtr0110859	CG15539-RB	REFSEQ:NM_001043311
FBtr0110860	CG31524-RB	REFSEQ:NM_001043312
FBtr0110861	Nplp1-RB	REFSEQ:NM_001043105
FBtr0110863	Cpsf5-RC	REFSEQ:NM_001043132
FBtr0110866	CG4998-RB	REFSEQ:NM_001043144
FBtr0110868	CG5946-RC	REFSEQ:NM_001043136
FBtr0110869	CG5946-RD	REFSEQ:NM_001043135
FBtr0110870	CG34129-RA	REFSEQ:NM_001043295
FBtr0110871	CG34130-RA	REFSEQ:NM_001043294
FBtr0110872	ATPsynG-RB	REFSEQ:NM_001042888
FBtr0110874	tefu-RB	REFSEQ:NM_001043247
FBtr0110876	l(3)neo38-RB	REFSEQ:NM_001043243
FBtr0110877	l(3)neo38-RC	REFSEQ:NM_001043244
FBtr0110878	Muted-RA	REFSEQ:NM_001043279
FBtr0110879	CG34132-RA	REFSEQ:NM_001042879
FBtr0110880	CG7255-RG	REFSEQ:NM_001043143
FBtr0110881	CG7255-RH	REFSEQ:NM_001043142
FBtr0110882	Wdr62-RB	REFSEQ:NM_001042863
FBtr0110883	Wdr62-RC	REFSEQ:NM_001042862
FBtr0110884	CG7368-RB	REFSEQ:NM_001043134
FBtr0110885	Snmp2-RB	REFSEQ:NM_001043128
FBtr0110888	CG34133-RB	REFSEQ:NM_001043308
FBtr0110892	CG8170-RB	REFSEQ:NM_001043068
FBtr0110894	CG34134-RA	REFSEQ:NM_001042882
FBtr0110895	clumsy-RB	REFSEQ:NM_001042908
FBtr0110896	jet-RB	REFSEQ:NM_001042867
FBtr0110897	Sod3-RD	REFSEQ:NM_001043071
FBtr0110898	sm-RG	REFSEQ:NM_001043096
FBtr0110903	toc-RE	REFSEQ:NM_001042864
FBtr0110905	CG34135-RB	REFSEQ:NM_001043224
FBtr0110906	Ekar-RB	REFSEQ:NM_001042785
FBtr0110909	Cnx99A-RD	REFSEQ:NM_001043302
FBtr0110910	Dhfr-RB	REFSEQ:NM_001043255
FBtr0110911	Mt2-RC	REFSEQ:NM_001042890
FBtr0110915	Dys-RD	REFSEQ:NM_001043260
FBtr0110916	Dys-RE	REFSEQ:NM_001043262
FBtr0110917	Dys-RF	REFSEQ:NM_001043263
FBtr0110918	Dys-RG	REFSEQ:NM_001043261
FBtr0110919	Dys-RH	REFSEQ:NM_001043257
FBtr0110920	Eip63E-RF	REFSEQ:NM_001043116
FBtr0110921	Eip63E-RG	REFSEQ:NM_001043120
FBtr0110922	Eip63E-RH	REFSEQ:NM_001043117
FBtr0110923	Eip63E-RI	REFSEQ:NM_001043119
FBtr0110924	Eip63E-RJ	REFSEQ:NM_001043121
FBtr0110925	Eip63E-RK	REFSEQ:NM_001043118
FBtr0110929	vnd-RB	REFSEQ:NM_001042788
FBtr0110932	mtd-RO	REFSEQ:NM_001043214
FBtr0110933	mtd-RP	REFSEQ:NM_001043213
FBtr0110936	Oamb-RD	REFSEQ:NM_001275845
FBtr0110937	SNF4Agamma-RI	REFSEQ:NM_001043274
FBtr0110938	SNF4Agamma-RJ	REFSEQ:NM_001043273
FBtr0110939	SNF4Agamma-RK	REFSEQ:NM_001043272
FBtr0110941	Eato-RB	REFSEQ:NM_001042895
FBtr0110942	CG16863-RB	REFSEQ:NM_001042896
FBtr0110944	CG34136-RA	REFSEQ:NM_001042906
FBtr0110947	dunk-RA	REFSEQ:NM_001042919
FBtr0110950	dpr16-RB	REFSEQ:NM_001043212
FBtr0110952	CG12817-RB	REFSEQ:NM_001043236
FBtr0110954	CG34138-RA	REFSEQ:NM_001043264
FBtr0110959	nolo-RC	REFSEQ:NM_001042909
FBtr0110960	CG32982-RB	REFSEQ:NM_176002
FBtr0110961	Gyc88E-RD	REFSEQ:NM_001043246
FBtr0110962	Gyc89Da-RB	REFSEQ:NM_001043254
FBtr0110963	Gyc89Da-RC	REFSEQ:NM_001043253
FBtr0110964	Hsf-RB	REFSEQ:NM_001043092
FBtr0110965	Hsf-RC	REFSEQ:NM_001043091
FBtr0110966	Hsf-RD	REFSEQ:NM_001043090
FBtr0110968	Lsd-2-RB	REFSEQ:NM_001042811
FBtr0110970	Mctp-RA	REFSEQ:NM_137528
FBtr0110971	Mctp-RB	REFSEQ:NM_001043095
FBtr0110973	Mhcl-RF	REFSEQ:NM_001043251
FBtr0110974	Mhcl-RG	REFSEQ:NM_001043250
FBtr0110975	CG34140-RA	REFSEQ:NM_001043109
FBtr0110976	Mkp-RA	REFSEQ:NM_001043108
FBtr0110977	Mkp-RB	REFSEQ:NM_001043107
FBtr0110978	Mnn1-RC	REFSEQ:NM_001042877
FBtr0110982	CG17672-RA	REFSEQ:NM_001043138
FBtr0110983	CG14042-RA	REFSEQ:NM_001042871
FBtr0110984	CG14042-RB	REFSEQ:NM_001042872
FBtr0110990	RhoGAP15B-RB	REFSEQ:NM_001042817
FBtr0111000	baz-RB	REFSEQ:NM_001042818
FBtr0111006	chn-RC	REFSEQ:NM_001043082
FBtr0111007	chn-RD	REFSEQ:NM_001043081
FBtr0111008	crb-RB	REFSEQ:NM_001043286
FBtr0111009	eag-RB	REFSEQ:NM_001042810
FBtr0111010	hrg-RC	REFSEQ:NM_001043097
FBtr0111011	mRpL34-RA	REFSEQ:NM_001043087
FBtr0111012	mld-RA	REFSEQ:NM_001043289
FBtr0111014	mol-RC	REFSEQ:NM_001042898
FBtr0111015	mol-RD	REFSEQ:NM_001042897
FBtr0111017	mub-RD	REFSEQ:NM_001043154
FBtr0111020	CG34149-RA	REFSEQ:NM_001043280
FBtr0111022	para-RB	REFSEQ:NM_001042815
FBtr0111023	para-RC	REFSEQ:NM_001042816
FBtr0111024	Pgant5-RB	REFSEQ:NM_001042873
FBtr0111026	Poxm-RC	REFSEQ:NM_001043222
FBtr0111027	ps-RF	REFSEQ:NM_001043227
FBtr0111028	ps-RG	REFSEQ:NM_169281
FBtr0111029	ps-RH	REFSEQ:NM_169280
FBtr0111030	ps-RI	REFSEQ:NM_001043226
FBtr0111031	ps-RJ	REFSEQ:NM_001043232
FBtr0111032	ps-RK	REFSEQ:NM_001043230
FBtr0111034	sdt-RH	REFSEQ:NM_001042798
FBtr0111036	shi-RH	REFSEQ:NM_001042813
FBtr0111037	shi-RI	REFSEQ:NM_001042814
FBtr0111038	siz-RC	REFSEQ:NM_001043153
FBtr0111039	snRNA:U11-RA	REFSEQ:NR_003121
FBtr0111041	snoRNA:CD58a-RA	REFSEQ:NR_003118
FBtr0111042	snoRNA:CD58b-RA	REFSEQ:NR_003117
FBtr0111043	sns-RB	REFSEQ:NM_001043067
FBtr0111044	lncRNA:sphinx-RA	REFSEQ:NR_003114
FBtr0111045	lncRNA:sphinx-RB	REFSEQ:NR_003113
FBtr0111046	lncRNA:sphinx-RC	REFSEQ:NR_003115
FBtr0111047	CG34155-RA	REFSEQ:NM_001043313
FBtr0111048	Zasp52-RG	REFSEQ:NM_001043086
FBtr0111049	Dscam1-RAA	REFSEQ:NM_001043036
FBtr0111050	Dscam1-RAB	REFSEQ:NM_001043050
FBtr0111051	Dscam1-RAC	REFSEQ:NM_001043012
FBtr0111052	Dscam1-RAD	REFSEQ:NM_001043061
FBtr0111053	Dscam1-RAE	REFSEQ:NM_001043064
FBtr0111054	Dscam1-RAF	REFSEQ:NM_001043062
FBtr0111055	Dscam1-RAG	REFSEQ:NM_001043053
FBtr0111056	Dscam1-RAH	REFSEQ:NM_001043048
FBtr0111057	Dscam1-RAI	REFSEQ:NM_001043063
FBtr0111058	Dscam1-RAJ	REFSEQ:NM_001043040
FBtr0111059	Dscam1-RAK	REFSEQ:NM_001043045
FBtr0111060	Dscam1-RAL	REFSEQ:NM_001043014
FBtr0111061	Dscam1-RAM	REFSEQ:NM_001043057
FBtr0111062	Dscam1-RAO	REFSEQ:NM_001043059
FBtr0111063	Dscam1-RAP	REFSEQ:NM_001043051
FBtr0111064	Dscam1-RAQ	REFSEQ:NM_001043023
FBtr0111065	Dscam1-RAS	REFSEQ:NM_001043019
FBtr0111066	Dscam1-RAT	REFSEQ:NM_001043021
FBtr0111067	Dscam1-RAU	REFSEQ:NM_001043037
FBtr0111068	Dscam1-RAV	REFSEQ:NM_001043039
FBtr0111069	Dscam1-RAW	REFSEQ:NM_001043017
FBtr0111070	Dscam1-RAX	REFSEQ:NM_001043015
FBtr0111071	Dscam1-RAY	REFSEQ:NM_001043032
FBtr0111072	Dscam1-RAZ	REFSEQ:NM_001043025
FBtr0111073	Dscam1-RBA	REFSEQ:NM_001043034
FBtr0111074	Dscam1-RBB	REFSEQ:NM_001043020
FBtr0111075	Dscam1-RBC	REFSEQ:NM_001043024
FBtr0111076	Dscam1-RBD	REFSEQ:NM_001043013
FBtr0111077	Dscam1-RBE	REFSEQ:NM_001043041
FBtr0111078	Dscam1-RBF	REFSEQ:NM_001043029
FBtr0111079	Dscam1-RBG	REFSEQ:NM_001043016
FBtr0111080	Dscam1-RBH	REFSEQ:NM_001043011
FBtr0111081	Dscam1-RF	REFSEQ:NM_001043049
FBtr0111082	Dscam1-RG	REFSEQ:NM_001043060
FBtr0111083	Dscam1-RH	REFSEQ:NM_001043047
FBtr0111084	Dscam1-RI	REFSEQ:NM_001043022
FBtr0111085	Dscam1-RJ	REFSEQ:NM_001043058
FBtr0111087	Dscam1-RL	REFSEQ:NM_001043055
FBtr0111088	Dscam1-RM	REFSEQ:NM_001043044
FBtr0111089	Dscam1-RO	REFSEQ:NM_001043033
FBtr0111092	Dscam1-RR	REFSEQ:NM_001043028
FBtr0111094	Dscam1-RT	REFSEQ:NM_001043035
FBtr0111096	Dscam1-RV	REFSEQ:NM_001043018
FBtr0111097	Dscam1-RW	REFSEQ:NM_001043056
FBtr0111098	Dscam1-RX	REFSEQ:NM_001043030
FBtr0111099	Dscam1-RY	REFSEQ:NM_001043026
FBtr0111100	Dscam1-RZ	REFSEQ:NM_001043052
FBtr0111101	Dscam1-RAR	REFSEQ:NM_001043027
FBtr0111102	Dscam1-RAN	REFSEQ:NM_001043038
FBtr0111108	Papss-RF	REFSEQ:NM_001043152
FBtr0111111	Stlk-RA	REFSEQ:NM_001042977
FBtr0111114	p120ctn-RA	REFSEQ:NM_001042979
FBtr0111115	d4-RB	REFSEQ:NM_165425
FBtr0111118	Nipped-B-RF	REFSEQ:NM_001042986
FBtr0111119	Nipped-B-RE	REFSEQ:NM_001042987
FBtr0111120	RpL38-RA	REFSEQ:NM_001042975
FBtr0111121	Gprk1-RA	REFSEQ:NM_001042973
FBtr0111123	lt-RC	REFSEQ:NM_001042952
FBtr0111125	lt-RA	REFSEQ:NM_001042951
FBtr0111126	cta-RA	REFSEQ:NM_001042956
FBtr0111127	Cht10-RA	REFSEQ:NM_001042957
FBtr0111129	RpL5-RA	REFSEQ:NM_001042922
FBtr0111132	RpL5-RB	REFSEQ:NM_001042923
FBtr0111134	Rab21-RA	REFSEQ:NM_001042857
FBtr0111141	CkIIalpha-RD	REFSEQ:NM_001043159
FBtr0111143	Snap25-RA	REFSEQ:NM_001043176
FBtr0111144	mRpS5-RD	REFSEQ:NM_001043186
FBtr0111146	mRpS5-RA	REFSEQ:NM_001043188
FBtr0111147	mRpS5-RC	REFSEQ:NM_001043187
FBtr0111152	CG40470-RA	REFSEQ:NM_001043170
FBtr0111163	CG40045-RA	REFSEQ:NM_001043175
FBtr0111166	CG17698-RA	REFSEQ:NM_001043167
FBtr0111169	CG40298-RA	REFSEQ:NM_001043166
FBtr0111188	CG40486-RB	REFSEQ:NM_001042847
FBtr0111189	CG40485-RB	REFSEQ:NM_001042848
FBtr0111190	CG40485-RA	REFSEQ:NM_001042849
FBtr0111191	Coa7-RB	REFSEQ:NM_001042859
FBtr0111192	Coa7-RA	REFSEQ:NM_001042858
FBtr0111194	Cnep1r1-RA	REFSEQ:NM_001042844
FBtr0111206	CG14636-RB	REFSEQ:NM_001043190
FBtr0111220	CG1103-RB	REFSEQ:NM_001043195
FBtr0111230	CG40006-RA	REFSEQ:NM_001042936
FBtr0111232	CG40439-RA	REFSEQ:NM_001042939
FBtr0111233	CG40439-RB	REFSEQ:NM_001042938
FBtr0111239	Spf45-RA	REFSEQ:NM_001042961
FBtr0111240	Spf45-RB	REFSEQ:NM_001042960
FBtr0111241	Spf45-RC	REFSEQ:NM_001042959
FBtr0111244	CG17715-RA	REFSEQ:NM_001042944
FBtr0111245	CG17715-RB	REFSEQ:NM_001042946
FBtr0111246	CG17715-RC	REFSEQ:NM_001042947
FBtr0111247	CG17715-RD	REFSEQ:NM_001042945
FBtr0111248	CG17715-RE	REFSEQ:NM_001042942
FBtr0111249	CG17715-RF	REFSEQ:NM_001042943
FBtr0111252	Slmap-RA	REFSEQ:NM_001042934
FBtr0111266	RNASEK-RA	REFSEQ:NM_001042968
FBtr0111268	IntS3-RA	REFSEQ:NM_001042972
FBtr0111273	CG12547-RA	REFSEQ:NM_001042995
FBtr0111274	CG17528-RC	REFSEQ:NM_001042998
FBtr0111277	CG17528-RD	REFSEQ:NM_001042997
FBtr0111280	CG3107-RC	REFSEQ:NM_001043005
FBtr0111285	conu-RD	REFSEQ:NM_001042992
FBtr0111287	conu-RA	REFSEQ:NM_001042989
FBtr0111288	conu-RB	REFSEQ:NM_001042993
FBtr0111291	CG17883-RA	REFSEQ:NM_001042983
FBtr0111292	CG17883-RB	REFSEQ:NM_001042984
FBtr0111298	CG17683-RA	REFSEQ:NM_001042963
FBtr0111299	CG17683-RC	REFSEQ:NM_001042965
FBtr0111300	CG17683-RD	REFSEQ:NM_001042964
FBtr0111301	CG17683-RE	REFSEQ:NM_001042962
FBtr0111304	CR41440-RA	REFSEQ:NR_003116
FBtr0112350	CG34159-RA	REFSEQ:NM_001103667
FBtr0112351	CG34160-RA	REFSEQ:NM_001103672
FBtr0112352	CG34161-RA	REFSEQ:NM_001103673
FBtr0112354	CG34163-RA	REFSEQ:NM_001103680
FBtr0112355	CG34164-RB	REFSEQ:NM_001103682
FBtr0112356	CG34165-RA	REFSEQ:NM_001103691
FBtr0112357	CG34166-RA	REFSEQ:NM_001103692
FBtr0112358	CG34167-RA	REFSEQ:NM_001103695
FBtr0112359	CG34168-RA	REFSEQ:NM_001103696
FBtr0112360	CG34169-RA	REFSEQ:NM_001103700
FBtr0112361	CG34170-RA	REFSEQ:NM_001103702
FBtr0112363	COX7AL2-RA	REFSEQ:NM_001103584
FBtr0112364	CG34173-RA	REFSEQ:NM_001103717
FBtr0112365	CG34174-RA	REFSEQ:NM_001103587
FBtr0112366	CG34175-RA	REFSEQ:NM_001103603
FBtr0112367	CG34176-RA	REFSEQ:NM_001103606
FBtr0112368	CG34177-RA	REFSEQ:NM_001103611
FBtr0112369	CG34178-RA	REFSEQ:NM_001103612
FBtr0112370	CG34178-RB	REFSEQ:NM_001103613
FBtr0112371	CG34178-RC	REFSEQ:NM_001103614
FBtr0112372	CG34179-RA	REFSEQ:NM_001103625
FBtr0112374	CG34181-RA	REFSEQ:NM_001103660
FBtr0112375	RpS28-like-RA	REFSEQ:NM_001103662
FBtr0112376	CG34183-RA	REFSEQ:NM_001103664
FBtr0112377	CG34184-RA	REFSEQ:NM_001103840
FBtr0112378	CG34185-RA	REFSEQ:NM_001103844
FBtr0112379	Polr2K-RA	REFSEQ:NM_001103849
FBtr0112381	CG34188-RA	REFSEQ:NM_001103856
FBtr0112382	CG34189-RA	REFSEQ:NM_001103877
FBtr0112383	CG34190-RA	REFSEQ:NM_001103881
FBtr0112384	Ufm1-RA	REFSEQ:NM_001103884
FBtr0112385	robls54B-RA	REFSEQ:NM_001103886
FBtr0112386	CG34193-RA	REFSEQ:NM_001103887
FBtr0112387	CG34194-RA	REFSEQ:NM_001103888
FBtr0112388	CG34195-RA	REFSEQ:NM_001103890
FBtr0112389	CG34196-RA	REFSEQ:NM_001103894
FBtr0112391	CG34198-RA	REFSEQ:NM_001103909
FBtr0112392	CG34199-RA	REFSEQ:NM_001103910
FBtr0112393	Tom6-RA	REFSEQ:NM_001103723
FBtr0112394	CG34201-RA	REFSEQ:NM_001103915
FBtr0112395	CG34202-RA	REFSEQ:NM_001103916
FBtr0112396	CG34203-RA	REFSEQ:NM_001103927
FBtr0112397	CG34204-RA	REFSEQ:NM_001103931
FBtr0112398	CG34205-RA	REFSEQ:NM_001103937
FBtr0112399	CG34206-RA	REFSEQ:NM_001103938
FBtr0112400	CG34207-RA	REFSEQ:NM_001103940
FBtr0112401	CG34208-RA	REFSEQ:NM_001103943
FBtr0112403	CG34210-RA	REFSEQ:NM_001103960
FBtr0112404	CG34211-RA	REFSEQ:NM_001103725
FBtr0112405	CG34212-RA	REFSEQ:NM_001103726
FBtr0112406	CG34213-RA	REFSEQ:NM_001103969
FBtr0112407	CG34214-RA	REFSEQ:NM_001103974
FBtr0112408	CG34215-RA	REFSEQ:NM_001103734
FBtr0112410	CG34217-RA	REFSEQ:NM_001103759
FBtr0112411	whip-RA	REFSEQ:NM_001103760
FBtr0112412	CG34219-RA	REFSEQ:NM_001103763
FBtr0112413	CG34220-RA	REFSEQ:NM_001103783
FBtr0112415	CG34222-RA	REFSEQ:NM_001103787
FBtr0112416	CG34223-RA	REFSEQ:NM_001103795
FBtr0112417	CG34224-RA	REFSEQ:NM_001103796
FBtr0112418	CG34225-RA	REFSEQ:NM_001103797
FBtr0112420	CG34227-RA	REFSEQ:NM_001103799
FBtr0112421	CG34228-RA	REFSEQ:NM_001103804
FBtr0112422	CG34229-RA	REFSEQ:NM_001103806
FBtr0112423	CG34230-RA	REFSEQ:NM_001103807
FBtr0112425	CG34232-RA	REFSEQ:NM_001103812
FBtr0112426	CG34232-RB	REFSEQ:NM_001103813
FBtr0112432	CG34238-RA	REFSEQ:NM_001104106
FBtr0112435	CG34241-RA	REFSEQ:NM_001104121
FBtr0112436	CG34242-RA	REFSEQ:NM_001104125
FBtr0112438	CG34244-RA	REFSEQ:NM_001104134
FBtr0112440	Hsc20-RA	REFSEQ:NM_001104146
FBtr0112441	CG34247-RA	REFSEQ:NM_001104147
FBtr0112442	CG34248-RA	REFSEQ:NM_001104149
FBtr0112444	CG34250-RA	REFSEQ:NM_001104163
FBtr0112445	CG34251-RA	REFSEQ:NM_001104164
FBtr0112447	CG34253-RA	REFSEQ:NM_001104166
FBtr0112449	Blos3-RA	REFSEQ:NM_001104170
FBtr0112452	CG34258-RA	REFSEQ:NM_001104178
FBtr0112456	Targ3-RB	REFSEQ:NM_001104186
FBtr0112457	CR34262-RA	REFSEQ:NR_003877
